id,name,name_en,muscle_group,instructions,equipment,secondary_muscles
5f7e9924-c05f-412e-be66-1d8b956f1a63,Arraché,Snach,Épaules,"{""setup"":[""Placez vos pieds à la largeur des épaules"",""Tenez la barbell avec une prise large"",""Gardez le dos droit et les épaules basses""],""movement"":[""Explosez vers le haut en étendant les jambes et les hanches"",""Faites passer la barbell le long de votre corps"",""Rattrapez la barbell au-dessus de votre tête en pliant les coudes""],""breathing"":[""Inspirez profondément avant de commencer le mouvement"",""Expirez en explosant vers le haut"",""Respirez normalement pendant la phase de récupération""],""common_mistakes"":[""Ne pas garder le dos droit"",""Faire passer la barbell trop loin de son corps"",""Ne pas exploser suffisamment vers le haut""]}",barbell,
56b1e5b5-5f67-4941-9538-40c5fa7fed89,Arraché olympique,Snatch OL,Épaules,"{""setup"":[""Prenez la barre avec vos mains écartées de manière confortable."",""Placez vos pieds largement, légèrement plus larges que votre épaule."",""Assurez-vous que votre pied droit est légèrement en avant."",""Regardez vers le point que vous visez à la hauteur de votre épaule.""],""movement"":[""Commencez par une pression puissante des pieds pour lever la barre."",""Lorsque la barre atteint la hauteur de vos genoux, commencez à la ramener vers vos épaules."",""Continuez à lever la barre en gardant votre corps stable et en tirant vers vous."",""Terminez en tenant la barre contre vos épaules avec vos bras tendus.""],""breathing"":[""Respirez profondément avant de commencer l'exercice."",""Maintenez une respiration régulière tout au long de l'exécution de l'exercice.""],""common_mistakes"":[""Ne pas utiliser la force des jambes au début de l'exercice."",""Ne pas maintenir une bonne posture tout au long de l'exécution."",""Tirer trop tôt avec les bras au lieu de laisser la barre monter naturellement.""]}",barbell,Dos
8eccdfcb-cb06-40e5-982e-a8eeb7d737b1,Aspiration abdominale,Abdominal Draw-In,Abdos,"{""setup"":[""Allongez-vous sur le dos avec les genoux pliés et les pieds à plat sur le sol"",""Placez les mains sous les hanches pour soutenir le bas du dos"",""Respirez normalement et détendez vos muscles""],""movement"":[""Inspirez profondément par le nez, puis expirez lentement par la bouche"",""Lors de l'expiration, tirez votre nombril vers votre colonne vertébrale"",""Maintenez la contraction pendant quelques secondes, puis relâchez""],""breathing"":[""Respirez naturellement et profondément pendant l'exercice"",""Évitez de retenir votre respiration, expirez lentement et contrôlément""],""common_mistakes"":[""Ne pas engager suffisamment les abdominaux"",""Retenir la respiration ou respirer de manière trop rapide"",""Ne pas maintenir la bonne position du dos""]}",bodyweight,
99dbafb5-0ef2-4771-942f-3839f62cfa51,Balancement jambes avant-arrière,Leg Swings (Front–Back),Ischios,"{""setup"":[""Placez-vous face à un support stable."",""Portez votre main droite sur votre hanche gauche et votre main gauche sur votre hanche droite."",""Écartez vos jambes légèrement pour maintenir votre équilibre.""],""movement"":[""Balayez vos jambes vers l'avant en gardant vos genoux droits."",""Puis balayez vos jambes vers l'arrière en gardant les genoux droits."",""Effectuez des mouvements lents et contrôlés."",""Répétez 10 fois avant de changer de jambe.""],""breathing"":[""Respirez naturellement tout au long de l'exercice."",""Ne retenez pas votre respiration.""],""common_mistakes"":[""Ne pas garder les genoux droits pendant les balancements."",""Faire des mouvements trop rapides et non contrôlés."",""Ne pas maintenir l'équilibre en posant les mains sur les hanches.""]}",bodyweight,Fessiers; Quadriceps
fe042277-ef07-406a-a5ec-978114eac800,Balancement jambes croisé,Crossbody Leg Swings,Ischios,"{""setup"":[""Prenez appui sur une barre ou un support stable."",""Pliez légèrement les genoux et gardez le dos droit."",""Portez l'une de vos jambes en avant, le pied vers le haut."",""Assurez-vous que votre corps est bien aligné.""],""movement"":[""Balayez votre jambe en avant et en arrière en gardant le mouvement fluide."",""Concentrez-vous sur le mouvement de la hanche et non sur la rotation du pied."",""Répétez le mouvement pour l'autre jambe."",""Faites 10 à 15 répétitions pour chaque jambe.""],""breathing"":[""Respirez naturellement en synchronisant votre respiration avec le mouvement."",""Inspirez en commençant le mouvement et expirez en terminant le mouvement.""],""common_mistakes"":[""Ne pas maintenir le dos droit et la colonne vertébrale bien alignée."",""Utiliser les bras pour aider à maintenir l'équilibre au lieu de se reposer sur un support stable."",""Faire des mouvements brusques ou saccadés au lieu de les garder fluides."",""Oublier de faire des répétitions équilibrées pour chaque jambe.""]}",bodyweight,
1a842bf1-6b3b-4efc-99ed-398de30905ab,Ball slams,Ball Slams,Dos,"{""setup"":[""Prenez une balle de basketball ou une balle de yoga."",""Placez-vous en position debout, pieds écartés, balle à hauteur de poitrine."",""Assurez-vous que votre dos est droit et vos épaules sont baissées.""],""movement"":[""Pliez les genoux légèrement et poussez la balle vers le sol en arrière de vous."",""Lorsque la balle atteint le sol, poussez-la aussi fort que possible vers le plafond."",""Répétez l'action en gardant le contrôle tout au long du mouvement.""],""breathing"":[""Respirez profondément pendant la phase de descente."",""Exhale bruyamment lorsque vous propulsez la balle vers le plafond.""],""common_mistakes"":[""Ne pas utiliser la force des jambes pour propulser la balle."",""Ne pas maintenir une position de dos droit tout au long de l'exercice."",""Respirer de manière incorrecte, ce qui peut réduire l'efficacité de l'exercice.""]}",bodyweight,Épaules; Fessiers
3f559914-6b72-4b42-a146-567dbfba879b,Bande d'exercice dorsiflexion,Exercise Band Dorsiflexion,Mollets,"{""setup"":[""Placez-vous face à un banc ou une chaise pour vous appuyer."",""Prenez la bande d'exercice et placez-la autour de votre cheville."",""Assurez-vous que la bande est bien ajustée mais pas trop serrée.""],""movement"":[""Poussez votre cheville vers le haut en gardant le genou plié."",""Retournez lentement à la position initiale."",""Répétez l'exercice plusieurs fois.""],""breathing"":[""Respirez profondément pendant la phase de poussée."",""Exhale lentement pendant la phase de retour.""],""common_mistakes"":[""Ne pliez pas trop le genou, cela peut entraîner des blessures."",""Assurez-vous que la bande est bien tendue pour une meilleure efficacité."",""Ne forcez pas trop, l'exercice doit être effectué de manière contrôlée.""]}",bodyweight,
a9b21057-970f-4435-870e-16699f6e1b15,Bande d'exercice plantarflexion,Exercise Band Plantarflexion,Mollets,"{""setup"":[""Placez-vous face à un banc ou une chaise pour vous appuyer."",""Prenez la bande d'exercice autour de la base de vos orteils."",""Évitez de laisser la bande toucher le sol."",""Assurez-vous que la bande est bien tendue mais pas trop.""],""movement"":[""Poussez vos orteils vers le haut en tirant sur la bande."",""Conservez vos genoux et vos chevilles immobiles."",""Ralentissez le mouvement en revenant lentement à la position initiale."",""Répétez l'exercice plusieurs fois.""],""breathing"":[""Respirez profondément pendant le mouvement de poussée."",""Exhale doucement pendant le retour à la position initiale.""],""common_mistakes"":[""Ne pas maintenir la bande tendue tout au long de l'exercice."",""Utiliser les genoux ou les chevilles pour aider à l'exécution de l'exercice."",""Ne pas contrôler le mouvement de retour à la position initiale.""]}",bodyweight,Mollets
54acabb2-1176-4ad7-a670-230a86a900d3,Bande en caoutchouc fessière kickback,rubber band glute kickback,Fessiers,"{""setup"":[""Placez-vous à genoux avec les mains sous les épaules et les genoux au niveau des hanches."",""Pliez-vous légèrement en arrière, formant un angle de 45 degrés avec le sol."",""Placez le band autour de vos chevilles."",""Assurez-vous que le band est bien tendu et stable.""],""movement"":[""Poussez votre jambe droite en arrière tout en gardant le genou droit tendu."",""Ramenez votre jambe droite vers le centre et répétez avec la jambe gauche."",""Concentrez-vous sur un mouvement lent et contrôlé."",""Répétez pour 10 à 15 répétitions par jambe.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lorsque vous ramenez la jambe et expirez lorsque vous la poussez en arrière.""],""common_mistakes"":[""Ne pliez pas le genou de la jambe qui est en arrière."",""Ne poussez pas trop fort pour éviter de se blesser."",""Assurez-vous que le band est bien tendu et stable pour éviter un mouvement inutile.""]}",band,
456756f2-be1e-47f4-818c-0b0d785929db,Bear crawl tirage,Bear crawl pull through,Épaules,"{""setup"":[""Commencez en position de crawl dourillon, genoux légèrement pliés."",""Hissez-vous sur vos mains et genoux, avec un dumbbell entre vos jambes."",""Assurez-vous que votre corps forme une ligne droite de la tête aux chevilles."",""Placez vos mains à environ 30 cm devant vos genoux.""],""movement"":[""Poussez-vous en arrière en tirant le dumbbell vers vos fesses."",""Pendant le mouvement, maintenez votre corps droit et vos genoux légèrement pliés."",""Poussez-vous en arrière jusqu'à ce que vos bras soient étirés derrière vous."",""Rappelez-vous de ne pas lever vos fesses au-dessus du niveau de vos épaules.""],""breathing"":[""Respirez profondément pendant l'extension et expirez pendant l'approche."",""Assurez-vous de ne pas retenir votre respiration.""],""common_mistakes"":[""Ne pas maintenir une ligne droite du corps."",""Lever les fesses au-dessus du niveau des épaules."",""Ne pas utiliser le dumbbell correctement, ce qui peut entraîner une mauvaise posture.""]}",dumbbell,Ischios; Mollets; Trapèzes
7a446572-b43b-42df-9b44-4e6279ac0f33,Bear walk 2,Bear Walk 2,Épaules,"{""setup"":[""Commencez en position de poule, genoux légèrement fléchis."",""Placez vos mains à hauteur de vos épaules, écartez-les légèrement."",""Écartez vos jambes pour former un angle de 45 degrés."",""Assurez-vous que vos pieds sont à plat et que vos genoux sont alignés avec vos orteils.""],""movement"":[""Poussez-vous en utilisant vos épaules et vos mains."",""Avancez en alternant les mains et les pieds."",""Conservez une posture droite tout au long de l'exercice."",""Faites attention à ce que vos hanches restent en ligne droite.""],""breathing"":[""Respirez profondément et régulièrement."",""Inspirez lorsque vous vous propulsez en avant."",""Exhalez lors de la phase de repos entre les mouvements.""],""common_mistakes"":[""Ne pas maintenir une posture droite peut entraîner des douleurs dans le dos."",""Utiliser trop de force avec les jambes peut entraîner une mauvaise technique."",""Ne pas alterner correctement les mains et les pieds peut réduire l'efficacité de l'exercice."",""Respirer de manière incorrecte peut limiter la performance et l'efficacité de l'exercice.""]}",bodyweight,Fessiers; Dos; Abdos; Quadriceps; Trapèzes
c4717a52-d3b4-4afb-8d0b-0315964159ab,Bent high pulls,Bent High Pulls,Trapèzes,"{""setup"":[""Prenez une barre de haltère avec les pieds largement écartés."",""Baissez le buste en arrière, formant un angle de 15 à 30 degrés avec le sol."",""Gardez les genoux légèrement fléchis et les bras tendus."",""Placez les mains sur la barre de manière confortable.""],""movement"":[""Poussez avec vos jambes pour lever la barre vers votre poitrine."",""Concentrez-vous sur l'ascension lente et contrôlée de la barre."",""Lorsque la barre atteint votre poitrine, concentrez-vous sur les trapèzes."",""Laissez la barre descendre lentement en contrôlant le mouvement.""],""breathing"":[""Respirez profondément pendant la phase de descente."",""Exhale lentement lorsque vous poussez la barre vers vous.""],""common_mistakes"":[""Ne pas utiliser les jambes pour lever la barre."",""Faire des mouvements rapides et non contrôlés."",""Ne pas maintenir une position de tronc stable."",""Utiliser un poids trop lourd pour effectuer le mouvement.""]}",dumbbell,
c056a834-553b-467b-9bb5-96b675c44a42,Bird dog,Bird Dog,Abdos,"{""setup"":[""Commencez sur vos genoux avec vos mains sous vos épaules et vos genoux sous vos hanches."",""Assurez-vous que votre dos est plat et que votre corps forme une ligne droite."",""Relâchez votre tête et laissez-la reposer naturellement."",""Assurez-vous que vos genoux sont légèrement fléchis pour éviter les blessures.""],""movement"":[""Lever simultanément votre main droite et votre jambe gauche."",""Maintenez cette position pendant une seconde."",""Ralentissez le mouvement en revenant à la position de départ."",""Répétez l'exercice avec votre main gauche et votre jambe droite.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lorsque vous vous étirez et expirez lorsque vous revenez à la position de départ.""],""common_mistakes"":[""Ne pas maintenir une ligne droite du corps, ce qui peut causer des douleurs dans le dos."",""Faire des mouvements rapides et brusques au lieu de les effectuer lentement et avec contrôle."",""Ne pas utiliser les muscles du dos pour maintenir la position, ce qui peut entraîner une mauvaise posture.""]}",bodyweight,Épaules; Fessiers
042b4b24-aede-4134-8bab-77f7b71e23ad,Blaze,Blaze,Épaules,"{""setup"":[""Installez-vous sur le banc, les pieds posés à plat sur le sol"",""Tenez les haltères avec les paumes tournées vers l'avant"",""Gardez le dos droit et les épaules basses""],""movement"":[""Levez les bras sur les côtés jusqu'à l'horizontal"",""Maintenez les coudes légèrement pliés"",""Baissez les bras à leur position initiale de manière contrôlée""],""breathing"":[""Inspirez en baissant les bras"",""Expirez en levant les bras vers l'horizontal"",""Respirez de manière naturelle et régulière""],""common_mistakes"":[""Ne laissez pas les épaules monter vers les oreilles"",""Évitez de plier ou de tendre les coudes de manière excessive"",""Gardez le mouvement fluide et contrôlé tout au long de l'exercice""]}",bench,Biceps; Ischios; Dos; Abdos
28efa800-3387-4936-9e92-ce511b2c44a3,Boucle de biceps à bras unique TRX,Trx Single Arm Bicep Curl,Biceps,"{""setup"":[""Tenez le système TRX avec une main, les pieds écartés pour stabilité"",""Penchez-vous légèrement en arrière, en gardant le corps droit"",""Le bras qui tient le TRX doit être tendu, avec le coude légèrement fléchi""],""movement"":[""Fléchissez le coude pour ramener le poignet vers l'épaule"",""Maintenez la position pendant une seconde avant de redescendre"",""Répétez le mouvement en contrôlant la descente""],""breathing"":[""Respirez normalement en commençant par inspirer lors de la phase de descente"",""Expirez doucement pendant la phase de flexion du coude""],""common_mistakes"":[""Ne pas garder le corps droit et stable"",""Faire balancer le corps pour faciliter le mouvement"",""Ne pas contrôler la descente du bras""]}",bodyweight,Épaules; Trapèzes
dad09fe4-57ef-4bd9-9a6e-029b812b72ef,Boucle de biceps couché,lying bicep curl,Biceps,"{""setup"":[""Allongez-vous sur le banc avec les pieds sur le sol et les genoux légèrement pliés."",""Prenez la barre avec les mains à la largeur des épaules, doigts vers le haut."",""Assurez-vous que votre dos est bien en contact avec le banc."",""Relâchez complètement les bras le long du corps.""],""movement"":[""Lever doucement la barre vers les côtés de la tête, en gardant les coudes fixes."",""Concentrez-vous sur l'extension des biceps."",""Retournez lentement la barre vers le bas en contrôlant le mouvement."",""Répétez pour 8 à 12 répétitions.""],""breathing"":[""Respirez profondément et lâchez doucement l'air pendant la contraction."",""Respirez pendant la phase de retour.""],""common_mistakes"":[""Ne pliez pas les coudes pendant le mouvement."",""Ne faites pas glisser la barre le long des bras."",""Ne faites pas d'excès de mouvement avec les hanches.""]}",bench,
bb39c335-c74b-4bf1-986e-b06031df6087,Boucle de prédicateur - rotation externe,Preacher Curl - Externally Rotated,Biceps,"{""setup"":[""Assis sur une chaise, placez vos avant-bras sur le support de prédicateur avec vos coudes à environ 90 degrés."",""Saisissez le dumbbell avec votre main droite si vous êtes droitier, et maintenez votre dos droit."",""Assurez-vous que votre main est bien orientée vers le sol pour une rotation externe."",""Relâchez le dumbbell en gardant votre bras droit le long de votre corps.""],""movement"":[""Lever doucement le dumbbell en gardant votre bras droit le long de votre corps."",""Concentrez-vous sur le biceps en contractant votre bras."",""Pendant le mouvement, maintenez votre coudre fixe et votre avant-bras en contact avec le support."",""Laissez retomber lentement le dumbbell en contrôlant le mouvement.""],""breathing"":[""Respirez profondément et lissez votre respiration tout au long du mouvement."",""Inspirez lors de la phase de descente et expirez lors de la phase de levée.""],""common_mistakes"":[""Ne permettez pas vos coudes de bouger ou de glisser sur le support."",""Évitez de lever le dumbbell avec votre épaule au lieu de votre biceps."",""Ne faites pas d'angles excessifs avec vos coudes pour éviter les blessures."",""Assurez-vous de ne pas utiliser de poids trop lourd qui pourrait compromettre votre forme.""]}",dumbbell,
27249c8a-571c-4271-b2a6-8b6f917be858,Boucle de prédicateur - rotation interne,Preacher Curl - Internally Rotated,Biceps,"{""setup"":[""Assis sur une chaise, placez vos avant-bras sur le support de prédicateur avec vos coudes à environ 90 degrés."",""Saisissez le dumbbell avec votre main droite si vous êtes droitier, et maintenez votre dos droit."",""Assurez-vous que votre main est bien orientée vers le sol pour une rotation interne."",""Relâchez le dumbbell en gardant votre bras droit le long de votre corps.""],""movement"":[""Lever doucement le dumbbell en faisant pivoter votre poignet vers l'intérieur."",""Concentrez-vous sur le biceps en contractant votre bras."",""Pendant le mouvement, maintenez votre coudre fixe et votre bras droit le long de votre corps."",""Laissez retomber lentement le dumbbell en contrôlant le mouvement.""],""breathing"":[""Respirez profondément pendant le mouvement de levée."",""Exhale lentement pendant le mouvement de descente.""],""common_mistakes"":[""Ne pas maintenir le coudre fixe, ce qui peut entraîner une douleur dans l'épaule."",""Utiliser un poids trop lourd, ce qui peut entraîner une mauvaise technique et des blessures."",""Ne pas contrôler le mouvement de descente, ce qui peut réduire l'efficacité de l'exercice."",""Ne pas se concentrer sur le biceps, ce qui peut entraîner une distribution inégale de la charge.""]}",dumbbell,
1b918356-b94c-4527-940f-c85b88fbeb74,Boucles barbell à poignée inversée,Reverse Grip Barbell Curls,Biceps,"{""setup"":[""Prenez la barre à dos avec les mains en position inverse, les paumes vers le bas."",""Placez-vous debout avec les pieds écartés, légèrement plus larges que l'épaule."",""Gardez le dos droit et les genoux légèrement fléchis."",""Lever le barre jusqu'au niveau des hanches, en gardant les bras le long du corps.""],""movement"":[""Lever doucement la barre en contractant les biceps."",""Concentrez-vous sur le mouvement des biceps, pas des avant-bras."",""À la hauteur des hanches, pausez un court instant."",""Laissez lentement la barre descendre en contrôlant le mouvement.""],""breathing"":[""Respirez profondément pendant la phase de contraction."",""Exhale lentement pendant la phase de descente.""],""common_mistakes"":[""Ne pas utiliser un poids approprié, ce qui peut entraîner des blessures."",""Faire des mouvements de balancier au lieu de se concentrer sur le biceps."",""Ne pas maintenir une bonne posture, ce qui peut entraîner des douleurs dans le dos.""]}",barbell,Biceps
