wger_id,name_en,name_fr,translation_source,needs_review
1106,"Seated Knee Tuck","Repli du genou assis",mymemory,true
1109,"Cable Concentration Curl","Courbe de concentration du câble",mymemory,true
1111,"Push-Ups | Incline","Pompes | Incliner",mymemory,true
1112,"Push-Ups | Decline","Pompes déclinées",wger,false
1113,"Push-Ups | Parallettes","Pompes | Parallettes",mymemory,true
1124,"Jalón abierto","Jalón abierto",mymemory,true
1125,"Jalón abierto supino","Jalón abierto supino",mymemory,true
1126,"Jalón cerrado","Jalón cerrado",mymemory,true
1127,"Jalón cerrado supino","Jalón cerrado supino",mymemory,true
1131,"Extensión de gluteos en polea","Extensión de gluteos en polea",mymemory,true
1132,"Extensión de gluteo en  máquina","Extensión de gluteo en  máquina",mymemory,true
1136,"JALONES PECHO NEUTRO","JALONES PECHO NEUTRO",mymemory,true
1137,"PULL OVER POLEA ALTA","PULL OVER POLEA ALTA",mymemory,true
1138,"JALON EN BANCO INCLINADO","JALON EN BANCO INCLINADO",mymemory,true
1141,"Arabesque","Arabesque",mymemory,true
1143,"Back extensión","Retour extensión",mymemory,true
1185,"Triceps Pushdown","Poussée du triceps",mymemory,true
1187,"High Pull","Tirage haut",mymemory,true
1190,"Curl de biceps con agarre prono","Curl de biceps con agarre prono",mymemory,true
1192,"Alternating Biceps Curls With Dumbbell","Alterner les boucles du biceps avec un haltère",mymemory,true
1193,"Russian Twist","Torsion russe",mymemory,true
1194,"PALLOF PRESS","PRESSE PALLOF",mymemory,true
1195,"Side Slides + Squats","Glissières latérales + Squats",mymemory,true
1196,"Wall Drills","Perceuses murales",mymemory,true
1198,"Inverted Rows","Lignes inversées",mymemory,true
1201,"Dragon squat","Squat dragon",mymemory,true
1203,"Calf raises, left leg","Élévations des mollets, jambe gauche",mymemory,true
1211,"Romanian deadlift, single leg","Deadlift roumain, jambe unique",mymemory,true
84,"Bent Over Rowing Reverse","Bent Over Rowing Reverse",mymemory,true
260,"Full Sit Outs","Sit Outs complets",mymemory,true
1215,"Reverse Snow Angel","Ange de neige inversé",mymemory,true
1218,"knee push-ups","Pompes sur les genoux",wger,false
1219,"Australian pull-ups","Tractions australiennes",wger,false
1656,"Cable Chest Press - Decline","Presse à poitrine câblée - Refus",mymemory,true
1714,"Shoulder Dumbbell Pendular Exercise","Exercice pendulaire avec haltères à l'épaule",mymemory,true
1715,"Shoulder External Rotation with Dumbbell","Rotation externe de l'épaule avec haltère",mymemory,true
1223,"Claps over the head","Applique sur la tête",mymemory,true
1224,"Dumbbell drag curls","Boucles de traînée avec haltères",mymemory,true
369,"Leg Extension","Extension de jambe machine",wger,false
1716,"Incline Shoulder Press Up","Appuyer sur l'épaule inclinée vers le haut",mymemory,true
1225,"Dumbbell wide bicep curls","Boucles de biceps larges avec haltères",mymemory,true
1717,"Kneck extension","Extension du coude",mymemory,true
1226,"Dumbbell bicep curl to press","Boucler le biceps de l'haltère pour appuyer",mymemory,true
1227,"Dumbbell rear delt row","Rangée de delt arrière de l'haltère",mymemory,true
537,"Incline Bench Press - Dumbbell","Presse d'établi inclinée - Haltère",mymemory,true
1228,"Dumbbell close grip bench press","Presse de banc à prise rapprochée avec haltères",mymemory,true
599,"Snach","Snach",mymemory,true
1229,"Dumbbell upright-row","Tirage menton avec haltères",wger,false
173,"Crunches With Cable","Crunch à genoux poulie",wger,false
1230,"Triceps stretch left","Étirement des triceps",mymemory,true
921,"Seated Cable Rows","Rangées de câbles assis",mymemory,true
1231,"Triceps stretch right","Les triceps s'étirent à droite",mymemory,true
1232,"Standing biceps stretch left","Étirement des biceps debout vers la gauche",mymemory,true
659,"Triceps Extensions on Cable","Extensions de triceps sur le câble",mymemory,true
1233,"Standing biceps stretch right","Les biceps debout s'étirent à droite",mymemory,true
1234,"Dumbbell Single-leg Hip Thrust","Poussée de hanche à une jambe avec haltère",mymemory,true
1718,"Remo alto polea alta","Remo alto polea alta",mymemory,true
718,"Wall Squat","Assis dos au mur",wger,false
1238,"Frog stand","Support grenouille",mymemory,true
1239,"Standing Calf Stretch","Étirement du mollet debout",mymemory,true
1092,"Bag training","Formation sur les sacs",mymemory,true
1240,"Standing Soleus Stretch","Étirement du soléaire debout",mymemory,true
1241,"Exercise Band Dorsiflexion","Bande d'exercice Dorsiflexion",mymemory,true
1242,"Exercise Band Plantarflexion","Bande d'exercice Plantarflexion",mymemory,true
1243,"Double Leg Calf Raise","Élévation du mollet à deux jambes",mymemory,true
1244,"Yoga exercise: Cow-cat","Exercice de yoga : Cow-cat",mymemory,true
1245,"Front Lever","Levier avant",mymemory,true
1246,"TRX roll out","Déploiement TRX",mymemory,true
1248,"Ice Scream maker","Machine à crier les glaçons",mymemory,true
851,"Leg Extension","Extension des pieds",mymemory,true
1252,"Front lever pull-up","Levier avant pull-up",mymemory,true
1214,"Front lever tuck","Repli du levier avant",mymemory,true
1259,"TRX Obliques","TRX Obliques",mymemory,true
1260,"TRX hammer curl","Flexion marteau",mymemory,true
142,"Cable External Rotation","Rotation externe du câble",mymemory,true
1261,"TRX gorilla biceps curl","Boucle biceps gorille TRX",mymemory,true
1262,"Trx Single Arm Bicep Curl","Boucle de biceps à bras unique Trx",mymemory,true
202,"Dumbbell Concentration Curl","Boucle de concentration d'haltères",mymemory,true
1266,"TRX Tricep Extension","Extension de triceps TRX",mymemory,true
1269,"TRX dips","Trempettes TRX",mymemory,true
1270,"Low Pulley Cable fFly","Câble de poulie basse fFly",mymemory,true
1271,"Low Pulley Cable fFly","Câble de poulie basse fFly",mymemory,true
1272,"Low Pulley Cable fFly","Câble de poulie basse fFly",mymemory,true
1273,"Pullover","Pull-over",mymemory,true
1274,"Sitting Calf Stretch (Dorsiflexion)","Étirement du mollet assis (Dorsiflexion)",mymemory,true
1276,"Incline Dumbbell Bench Press","Développé couché incliné avec haltères",mymemory,true
1277,"Incline Dumbbell Press","Presse à haltères inclinée",mymemory,true
1278,"Dumbbell Chest Press","Presse à poitrine avec haltères",mymemory,true
1280,"Biceps Close Grip Pull Down","Biceps Fermer Poignée Tirer vers le bas",mymemory,true
1282,"Isometria trazioni impugnatura inversa","Isometria trazioni impugnatura inversa",mymemory,true
1283,"Incline Chest-Supported Dumbbell Row","Rangée d'haltères inclinée soutenue par la poitrine",mymemory,true
1284,"Pseudo Planche Push-up","Pseudo Planche Push-up",mymemory,true
1285,"Talons fesses","Talons fesses",mymemory,true
1286,"Dynamic Planche","Planche dynamique",wger,false
1287,"Reach ups","Reach ups",mymemory,true
1288,"Planche de cote dynamique","Planche de cote dynamique",mymemory,true
1289,"Seated Dumbbell Curls","Boucles d'haltères assises",mymemory,true
1290,"Reverse Grip Barbell Curls","Boucles Barbell à poignée inversée",mymemory,true
1292,"Trazioni impugnatura inversa","Trazioni impugnatura inversa",mymemory,true
1293,"One armed push-ups","Un push-up armé",mymemory,true
1294,"Arco femorale una gamba","Arco femorale una gamba",mymemory,true
1295,"Barbell Bench Press - NB","Barbell Bench Press - NB",mymemory,true
1296,"Low-Cable Cross-Over - NB","Low-Cable Cross-Over - NB",mymemory,true
1297,"EZ-Bar Skullcrusher - NB","Broyeur de crâne EZ-Bar - NB",mymemory,true
1298,"High-Cable Cross Tricep Extention - NB","Extension croisée de triceps à câble élevé - NB",mymemory,true
1657,"Preacher Curl - Internally Rotated","Boucle de prédicateur - Rotation interne",mymemory,true
1659,"Lat Pulldown - Cross Body Single Arm","Lat Pulldown - Corps croisé à un seul bras",mymemory,true
1660,"Cable Chest Press - Incline","Presse à poitrine à câble - Inclinée",mymemory,true
1302,"JM Press","Presse JM",mymemory,true
1303,"Helms Row","Helms Row",mymemory,true
1304,"Meadows Row","Meadows Row",mymemory,true
1661,"Cable Triceps Press","Presse à triceps à câble",mymemory,true
1662,"Cable Tri Extension - Internal Rotation","Câble Tri Extension - Rotation interne",mymemory,true
1307,"Front Plank","Planche avant",mymemory,true
1665,"Cable Tri Extension - External Rotation","Tri rallonge de câble - Rotation externe",mymemory,true
1666,"Curl  - With Shoulder Elevated","Boucle  - Avec épaule surélevée",mymemory,true
1312,"Bodyweight Squat HD","Poids corporel Squat HD",mymemory,true
1313,"Lying Leg Raise","Levage de la jambe allongée",mymemory,true
1314,"Jumping Jack HD","Jumping Jack HD",mymemory,true
1315,"Bodyweight Squat HD","Poids corporel Squat HD",mymemory,true
1316,"Jumping Jack HD","Jumping Jack HD",mymemory,true
1317,"Plank","Planche",mymemory,true
1318,"High Knee Skips HD","High Knee Skips HD",mymemory,true
1319,"Crunches HD","Crunches HD",mymemory,true
1320,"Bench Dips On Floor HD","Bench Dips On Floor HD",mymemory,true
1322,"Kopfüber Gewichtaufheben","Kopfüber Gewichtaufheben",mymemory,true
1324,"Bodyweight lunge HD","Poids corporel LUNGE HD",mymemory,true
1325,"Lateral Push Off","Poussée latérale",mymemory,true
1668,"One Arm Overhead Cable Tricep Extension","Extension Triceps Poulie Basse à Un Bras",wger,false
1669,"Jumping Jacks","Sautillements sur place",mymemory,true
1670,"Leg Swings (Front–Back)","Balançoires de jambe (avant-arrière)",mymemory,true
1672,"Seated Hip Abduction","Abduction assis de la hanche",mymemory,true
1673,"Dumbbell Romanian Deadlifts","Lève-morts roumains avec haltères",mymemory,true
1674,"Dumbbell Floor Press","Développé au sol avec haltères",mymemory,true
1675,"Push-Ups","Pompe",mymemory,true
1336,"Triceps Overhead (Dumbbell)","Triceps au-dessus de la tête (haltères)",mymemory,true
1337,"Shoulder Press (Dumbbell)","Appuyer sur l'épaule (haltère)",mymemory,true
1338,"Schoulder Raise (Dumbbell)","Élévation de Schoulder (haltère)",mymemory,true
1676,"Dumbbell Bench Press","Développé couché avec haltères",mymemory,true
1679,"Wall Angels","Anges muraux",mymemory,true
1680,"seated figure four","figure assise quatre",mymemory,true
1683,"Zottman curl","Boucle Zottman",mymemory,true
650,"Thruster","Propulseur",mymemory,true
1684,"Dumbbell Thruster","Propulseur d'haltères",mymemory,true
1686,"Glute Bridge Single-Arm Press","Presse à bras unique Glute Bridge",mymemory,true
1687,"Bear crawl pull through","Tirer le crawl de l'ours à travers",mymemory,true
1360,"Double Kettlebell Clean and Press","Double Kettlebell Nettoyer et Presser",mymemory,true
1361,"Double Kettlebell Front Squat","Squat avant double Kettlebell",mymemory,true
1389,"Single Leg RDL","RDL à une jambe",mymemory,true
1372,"Triceps Dips (Assisted)","Trempettes triceps (assistées)",mymemory,true
1373,"box jumps","sauts de boîte",mymemory,true
1374,"Rotary Torso Machine","Machine rotative pour torse",mymemory,true
1378,"Cable Lateral Raises (Single Arm)","Élévations latérales de câble (bras unique)",mymemory,true
1376,"Recumbent Bike","Vélo couché",mymemory,true
1377,"TORSO TWIST","TORSION DU TORSE",mymemory,true
1321,"Side Plank","La Planche sur le côté:",mymemory,true
1381,"Upper Back","Upper Back",mymemory,true
1384,"Pullover Machine","Machine à pull-over",mymemory,true
1387,"Hamstring Kicks","Coup de pied aux ischio-jambiers",mymemory,true
1388,"Single Leg RDL","RDL à une jambe",mymemory,true
